model,dataset,N,strategy_a,strategy_b,delta_mean,delta_std,delta_p25,delta_median,delta_p75,n_problems,wins_a,ties,wins_b,wilcoxon_p,adj_p_value
Qwen2.5-3B,gsm8kfull,2,T1.0,consensus_vote,-0.05143163923149709,0.14089807767117285,-0.09742500679492949,-0.02789998512268066,-0.005424986338615434,1318,181,236,901,6.721604640443887e-85,1.6804011601109717e-84
Qwen2.5-3B,gsm8kfull,2,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,1318,0,1318,0,1.0,1.0
Qwen2.5-3B,gsm8kfull,2,T1.0,best_fixed_T,-0.05366183685462696,0.15972041061754444,-0.1051499992609024,-0.028299987316131592,-0.00550001859664917,1318,181,238,899,1.502037845438855e-82,2.5033964090647583e-82
Qwen2.5-3B,gsm8kfull,2,equal_mix,best_fixed_T,-0.0022301976231298747,0.02974116791410098,-0.005499999070167516,0.0,0.0,1318,153,911,254,4.282749023090261e-17,5.353436278862826e-17
Qwen2.5-3B,gsm8kfull,4,T1.0,equal_mix,-0.010832939107318265,0.12749734020002745,-0.01647502589225766,-0.0005000018596649225,0.0,1318,181,760,377,2.182092005830484e-35,3.636820009717473e-35
Qwen2.5-3B,gsm8kfull,4,T1.0,consensus_vote,-0.010832939107318265,0.12749734020002745,-0.01647502589225766,-0.0005000018596649225,0.0,1318,181,760,377,2.182092005830484e-35,3.636820009717473e-35
Qwen2.5-3B,gsm8kfull,4,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,1318,0,1318,0,1.0,1.0
Qwen2.5-3B,gsm8kfull,4,T1.0,best_fixed_T,-0.013504349071190684,0.07351601918283222,-0.014075011014938354,-0.0004000067710876465,0.0,1318,141,812,365,4.337754111914258e-44,2.168877055957129e-43
Qwen2.5-3B,gsm8kfull,4,equal_mix,best_fixed_T,-0.002671409963872419,0.0770521962514959,0.0,0.0,0.0021624815528591508,1318,231,904,183,1.5934767907259033e-08,1.991845988407379e-08
Qwen2.5-3B,gsm8kfull,8,T1.0,equal_mix,-0.0009268032569814969,0.10107026298518897,-0.0008000027894973782,0.0,0.0,1318,143,954,221,3.9895864186072366e-07,6.649310697678728e-07
Qwen2.5-3B,gsm8kfull,8,T1.0,consensus_vote,-0.0009268032569814969,0.10107026298518897,-0.0008000027894973782,0.0,0.0,1318,143,954,221,3.9895864186072366e-07,6.649310697678728e-07
Qwen2.5-3B,gsm8kfull,8,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,1318,0,1318,0,1.0,1.0
Qwen2.5-3B,gsm8kfull,8,T1.0,best_fixed_T,-0.003740927649260219,0.04534381667607829,-0.000662386417388916,0.0,0.0,1318,120,997,201,3.255628395729195e-11,1.6278141978645976e-10
Qwen2.5-3B,gsm8kfull,8,equal_mix,best_fixed_T,-0.0028141243922787224,0.07209906331867855,0.0,0.0,0.00010001659393310547,1318,147,1036,135,0.028074985689197904,0.03509373211149738
Qwen2.5-3B,gsm8kfull,16,T1.0,equal_mix,0.0046508910760239015,0.1080822033796306,0.0,0.0,0.0,1318,130,1056,132,0.4434044909512366,0.7197440234452859
Qwen2.5-3B,gsm8kfull,16,T1.0,consensus_vote,0.0050900855127202355,0.10254435160071683,0.0,0.0,0.0,1318,128,1061,129,0.33707583039163513,0.7197440234452859
Qwen2.5-3B,gsm8kfull,16,equal_mix,consensus_vote,0.000439194436696334,0.04386143329024466,0.0,0.0,0.0,1318,89,1138,91,0.6995921382542745,0.7197440234452859
Qwen2.5-3B,gsm8kfull,16,T1.0,best_fixed_T,-0.0010855483695040716,0.020367249682366556,0.0,0.0,0.0,1318,74,1137,107,0.0008663207855927325,0.004331603927963662
Qwen2.5-3B,gsm8kfull,16,equal_mix,best_fixed_T,-0.005736439445527973,0.10215522730697296,0.0,0.0,0.0,1318,114,1081,123,0.7197440234452859,0.7197440234452859
Qwen2.5-3B,gsm8kfull,32,T1.0,equal_mix,0.005064903940999798,0.10474085810021076,0.0,0.0,0.0,1318,97,1135,86,0.47469450167088656,0.47469450167088656
Qwen2.5-3B,gsm8kfull,32,T1.0,consensus_vote,0.008974743253427479,0.1166369018980275,0.0,0.0,0.0,1318,114,1125,79,0.03168876283854886,0.07718683999390237
Qwen2.5-3B,gsm8kfull,32,equal_mix,consensus_vote,0.003909839312427682,0.05957391557907014,0.0,0.0,0.0,1318,97,1156,65,0.0158942731384975,0.07718683999390237
Qwen2.5-3B,gsm8kfull,32,T1.0,best_fixed_T,-0.000548826198523239,0.02383388205829617,0.0,0.0,0.0,1318,59,1197,62,0.09950646231430889,0.12438307789288611
Qwen2.5-3B,gsm8kfull,32,equal_mix,best_fixed_T,-0.005613730139523036,0.09662683979331353,0.0,0.0,0.0,1318,69,1148,101,0.04631210399634142,0.07718683999390237
Qwen2.5-3B,gsm8kfull,64,T1.0,equal_mix,0.005784180038463865,0.11431893922224777,0.0,0.0,0.0,1318,84,1172,62,0.11158718810500069,0.13948398513125088
Qwen2.5-3B,gsm8kfull,64,T1.0,consensus_vote,0.007983943667601546,0.10728214965203489,0.0,0.0,0.0,1318,97,1166,55,0.001121689949142445,0.005608449745712224
Qwen2.5-3B,gsm8kfull,64,equal_mix,consensus_vote,0.0021997636291376807,0.048665389697279994,0.0,0.0,0.0,1318,74,1193,51,0.019809363088020678,0.0404307115695741
Qwen2.5-3B,gsm8kfull,64,T1.0,best_fixed_T,-9.940450542032904e-05,0.027575108126235155,0.0,0.0,0.0,1318,55,1214,49,0.8871939924184338,0.8871939924184338
Qwen2.5-3B,gsm8kfull,64,equal_mix,best_fixed_T,-0.0058835845438841945,0.10474389996353729,0.0,0.0,0.0,1318,56,1182,80,0.02425842694174446,0.0404307115695741
Qwen2.5-3B,gsm8kfull,128,T1.0,equal_mix,0.005675714241674077,0.11830910083142566,0.0,0.0,0.0,1318,68,1200,50,0.10619085646495166,0.13273857058118957
Qwen2.5-3B,gsm8kfull,128,T1.0,consensus_vote,0.006140466687003154,0.10166793952172866,0.0,0.0,0.0,1318,77,1190,51,0.008050750241790442,0.040253751208952214
Qwen2.5-3B,gsm8kfull,128,equal_mix,consensus_vote,0.00046475244532907686,0.03963240669578066,0.0,0.0,0.0,1318,63,1213,42,0.04034037026645574,0.10085092566613935
Qwen2.5-3B,gsm8kfull,128,T1.0,best_fixed_T,0.0,0.0,0.0,0.0,0.0,1318,0,1318,0,1.0,1.0
Qwen2.5-3B,gsm8kfull,128,equal_mix,best_fixed_T,-0.005675714241674077,0.11830910083142566,0.0,0.0,0.0,1318,50,1200,68,0.10619085646495166,0.13273857058118957
Qwen2.5-3B,gsm8kfull,256,T1.0,equal_mix,0.005783705547862512,0.12430412577536944,0.0,0.0,0.0,1318,52,1225,41,0.14413781124147884,0.24022968540246473
Qwen2.5-3B,gsm8kfull,256,T1.0,consensus_vote,0.005046467308105305,0.09803389119248865,0.0,0.0,0.0,1318,58,1215,45,0.03131938902062616,0.15659694510313077
Qwen2.5-3B,gsm8kfull,256,equal_mix,consensus_vote,-0.0007372382397572078,0.0453971269437213,0.0,0.0,0.0,1318,45,1236,37,0.41010236381077436,0.512627954763468
Qwen2.5-3B,gsm8kfull,256,T1.0,best_fixed_T,0.0,0.0,0.0,0.0,0.0,1318,0,1318,0,1.0,1.0
Qwen2.5-3B,gsm8kfull,256,equal_mix,best_fixed_T,-0.005783705547862512,0.12430412577536944,0.0,0.0,0.0,1318,41,1225,52,0.14413781124147884,0.24022968540246473
Qwen2.5-3B,gsm8kfull,512,T1.0,equal_mix,0.005701669126167446,0.12756769981803398,0.0,0.0,0.0,1318,42,1241,35,0.17048523157547846,0.28414205262579745
Qwen2.5-3B,gsm8kfull,512,T1.0,consensus_vote,0.004231112727583732,0.09598319803774447,0.0,0.0,0.0,1318,47,1235,36,0.12222537000112339,0.28414205262579745
Qwen2.5-3B,gsm8kfull,512,equal_mix,consensus_vote,-0.0014705563985837127,0.05332321140656448,0.0,0.0,0.0,1318,29,1259,30,0.8086661936059937,1.0
Qwen2.5-3B,gsm8kfull,512,T1.0,best_fixed_T,0.0,0.0,0.0,0.0,0.0,1318,0,1318,0,1.0,1.0
Qwen2.5-3B,gsm8kfull,512,equal_mix,best_fixed_T,-0.005701669126167446,0.12756769981803398,0.0,0.0,0.0,1318,35,1241,42,0.17048523157547846,0.28414205262579745
Qwen2.5-3B,gsm8kfull,1024,T1.0,equal_mix,0.005698887213012003,0.13073317012834965,0.0,0.0,0.0,1318,36,1254,28,0.15648370070637324,0.26080616784395544
Qwen2.5-3B,gsm8kfull,1024,T1.0,consensus_vote,0.003733290349076747,0.09458764012640414,0.0,0.0,0.0,1318,38,1255,25,0.10049347089791637,0.2512336772447909
Qwen2.5-3B,gsm8kfull,1024,equal_mix,consensus_vote,-0.0019655968639352554,0.06299886431406182,0.0,0.0,0.0,1318,23,1269,26,0.47019002643705887,0.5877375330463236
Qwen2.5-3B,gsm8kfull,1024,T1.0,best_fixed_T,-5.6284786347665136e-05,0.03957302599405424,0.0,0.0,0.0,1318,22,1279,17,0.748368580539563,0.748368580539563
Qwen2.5-3B,gsm8kfull,1024,equal_mix,best_fixed_T,-0.005755171999359668,0.12477763080592241,0.0,0.0,0.0,1318,24,1261,33,0.08232886135742282,0.2512336772447909
Qwen2.5-3B,gsm8kfull,1536,T1.0,equal_mix,0.005649367802699869,0.13201031601570093,0.0,0.0,0.0,1318,35,1260,23,0.14352672582565054,0.23921120970941756
Qwen2.5-3B,gsm8kfull,1536,T1.0,consensus_vote,0.0034392236448849986,0.09400159846020446,0.0,0.0,0.0,1318,36,1260,22,0.10480274086340076,0.23921120970941756
Qwen2.5-3B,gsm8kfull,1536,equal_mix,consensus_vote,-0.002210144157814871,0.06737693181719982,0.0,0.0,0.0,1318,19,1276,23,0.4392044261733741,0.5490055327167176
Qwen2.5-3B,gsm8kfull,1536,T1.0,best_fixed_T,-0.00018210667399016502,0.04123854688077585,0.0,0.0,0.0,1318,18,1286,14,0.6869015095505945,0.6869015095505945
Qwen2.5-3B,gsm8kfull,1536,equal_mix,best_fixed_T,-0.005831474476690035,0.1264314977913725,0.0,0.0,0.0,1318,20,1268,30,0.10996226538286501,0.23921120970941756
Qwen2.5-3B,gsm8kfull,2048,T1.0,equal_mix,0.00569739501506613,0.13313322196917304,0.0,0.0,0.0,1318,34,1263,21,0.1609837551902673,0.2683062586504455
Qwen2.5-3B,gsm8kfull,2048,T1.0,consensus_vote,0.003420326223968506,0.09389141517298913,0.0,0.0,0.0,1318,34,1264,20,0.11567297077613832,0.2683062586504455
Qwen2.5-3B,gsm8kfull,2048,equal_mix,consensus_vote,-0.002277068791097623,0.07071820979915634,0.0,0.0,0.0,1318,18,1277,23,0.4843973922750223,0.6054967403437779
Qwen2.5-3B,gsm8kfull,2048,T1.0,best_fixed_T,-0.00021484581886234937,0.041976294966874786,0.0,0.0,0.0,1318,16,1289,13,0.6981264736982614,0.6981264736982614
Qwen2.5-3B,gsm8kfull,2048,equal_mix,best_fixed_T,-0.005912240833928479,0.12799785402477332,0.0,0.0,0.0,1318,18,1272,28,0.11811313325297633,0.2683062586504455
Qwen2.5-3B,math1k,1,T1.0,equal_mix,-0.06952619961618811,0.1903229094843173,-0.18064999669790266,-0.053699996924400334,0.016300015842914614,1000,268,115,617,1.8402281333230738e-33,3.0670468888717897e-33
Qwen2.5-3B,math1k,1,T1.0,consensus_vote,-0.06952619961618811,0.1903229094843173,-0.18064999669790266,-0.053699996924400334,0.016300015842914614,1000,268,115,617,1.8402281333230738e-33,3.0670468888717897e-33
Qwen2.5-3B,math1k,1,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,1000,0,1000,0,1.0,1.0
Qwen2.5-3B,math1k,1,T1.0,best_fixed_T,-0.07802220050497272,0.12448265765779493,-0.1535000242292881,-0.06350000202655792,-0.0023500017705373466,1000,185,117,698,1.0972692735944023e-72,5.486346367972012e-72
Qwen2.5-3B,math1k,1,equal_mix,best_fixed_T,-0.0084960008887846,0.11835695458080121,-0.059749994462728495,0.0,0.04210000638961789,1000,383,212,405,0.0817152315046353,0.10214403938079414
Qwen2.5-3B,math1k,2,T1.0,equal_mix,-0.06280750003548617,0.1642120125332765,-0.15844999014139172,-0.047600007295608524,0.013450000789016486,1000,266,114,620,5.387768157683907e-35,8.979613596139845e-35
Qwen2.5-3B,math1k,2,T1.0,consensus_vote,-0.06280750003548617,0.1642120125332765,-0.15844999014139172,-0.047600007295608524,0.013450000789016486,1000,266,114,620,5.387768157683907e-35,8.979613596139845e-35
Qwen2.5-3B,math1k,2,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,1000,0,1000,0,1.0,1.0
Qwen2.5-3B,math1k,2,T1.0,best_fixed_T,-0.07124960045638727,0.12322677872534243,-0.14422501623630524,-0.06030000001192093,-0.0007000005571171641,1000,204,112,684,1.8115671260426842e-64,9.057835630213422e-64
Qwen2.5-3B,math1k,2,equal_mix,best_fixed_T,-0.008442100420901086,0.08014359388872658,-0.044225005209445986,0.0,0.027324984896183013,1000,354,243,403,0.00446996416116434,0.005587455201455424
Qwen2.5-3B,math1k,4,T1.0,equal_mix,-0.0626816128901604,0.17792519255361958,-0.15312498435974117,-0.021441663596034062,0.012249975562095589,1000,259,197,544,9.570239060053481e-31,1.595039843342247e-30
Qwen2.5-3B,math1k,4,T1.0,consensus_vote,-0.0626816128901604,0.17792519255361958,-0.15312498435974117,-0.021441663596034062,0.012249975562095589,1000,259,197,544,9.570239060053481e-31,1.595039843342247e-30
Qwen2.5-3B,math1k,4,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,1000,0,1000,0,1.0,1.0
Qwen2.5-3B,math1k,4,T1.0,best_fixed_T,-0.06756578547516255,0.1394881547429799,-0.14442499447613955,-0.03096669912338257,0.0,1000,201,220,579,4.6405286031023874e-51,2.320264301551194e-50
Qwen2.5-3B,math1k,4,equal_mix,best_fixed_T,-0.004884172585002152,0.07495159745701828,-0.030270840203762056,0.0,0.021612471186618028,1000,303,331,366,0.014346683451876075,0.017933354314845093
Qwen2.5-3B,math1k,8,T1.0,equal_mix,-0.054189981211511966,0.1586585807771594,-0.12453627378985985,-0.009131519982459944,0.001225289745557856,1000,206,298,496,5.341681086235353e-32,8.902801810392255e-32
Qwen2.5-3B,math1k,8,T1.0,consensus_vote,-0.054189981211511966,0.1586585807771594,-0.12453627378985985,-0.009131519982459944,0.001225289745557856,1000,206,298,496,5.341681086235353e-32,8.902801810392255e-32
Qwen2.5-3B,math1k,8,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,1000,0,1000,0,1.0,1.0
Qwen2.5-3B,math1k,8,T1.0,best_fixed_T,-0.05613495909161975,0.14282920061302784,-0.12679018080234528,-0.00900954008102417,0.0006738179799867794,1000,185,318,497,7.314626965311174e-38,3.657313482655587e-37
Qwen2.5-3B,math1k,8,equal_mix,best_fixed_T,-0.0019449778801077827,0.049455613691363365,-0.013337530926863406,0.0,0.007150761273929135,1000,238,478,284,0.010848864945549977,0.013561081181937471
Qwen2.5-3B,math1k,16,T1.0,equal_mix,-0.03800006381205779,0.16676573061183256,-0.07233569560459685,-0.00010001659393310547,0.001424999999999954,1000,203,407,390,1.9091154131755462e-17,4.7727885329388655e-17
Qwen2.5-3B,math1k,16,T1.0,consensus_vote,-0.036729321194397674,0.17350366946796922,-0.07427331860701228,-0.00010001659393310547,0.0015500198125839582,1000,204,410,386,2.311444109059873e-15,3.8524068484331215e-15
Qwen2.5-3B,math1k,16,equal_mix,consensus_vote,0.0012707426176601156,0.06652792817145345,-0.010041666666666532,0.0,0.004380142357642336,1000,220,529,251,0.20692169915528513,0.20692169915528513
Qwen2.5-3B,math1k,16,T1.0,best_fixed_T,-0.04648964494918255,0.1640411402529585,-0.08714354410767555,-0.0006999969482421875,7.499999992433004e-05,1000,183,408,409,1.7636061047925767e-24,8.818030523962883e-24
Qwen2.5-3B,math1k,16,equal_mix,best_fixed_T,-0.008489581137124759,0.06429032255920042,-0.017048319493929626,0.0,0.0008999751806259282,1000,178,527,295,9.673174799546398e-09,1.2091468499432998e-08
Qwen2.5-3B,math1k,32,T1.0,equal_mix,-0.033778916055710054,0.16970813359443757,-0.041121296974590854,0.0,9.99834060668725e-05,1000,160,524,316,1.498769208339578e-14,3.746923020848945e-14
Qwen2.5-3B,math1k,32,T1.0,consensus_vote,-0.026138160554115858,0.20404466943398847,-0.029617909847458598,0.0,0.00265644030392171,1000,213,504,283,7.864037933127335e-05,0.0001310672988854556
Qwen2.5-3B,math1k,32,equal_mix,consensus_vote,0.007640755501594208,0.1084469800131144,-0.0019416666666666762,0.0,0.002903333333333333,1000,212,596,192,0.19886717115482322,0.19886717115482322
Qwen2.5-3B,math1k,32,T1.0,best_fixed_T,-0.040171907280055166,0.15834437633580267,-0.04940415732562542,0.0,0.0,1000,141,534,325,2.1225308727499055e-20,1.0612654363749527e-19
Qwen2.5-3B,math1k,32,equal_mix,best_fixed_T,-0.0063929912243451065,0.06997984779992415,-0.004475002980232262,0.0,0.00020000169277191714,1000,153,623,224,0.00016532909759224047,0.0002066613719903006
Qwen2.5-3B,math1k,64,T1.0,equal_mix,-0.028577591574650563,0.18334192345598857,-0.015875000662496315,0.0,0.0,1000,139,602,259,6.317890056232038e-10,1.5794725140580095e-09
Qwen2.5-3B,math1k,64,T1.0,consensus_vote,-0.02291748456936685,0.19747954486592345,-0.006933310151100158,0.0,0.00020000076293943958,1000,175,581,244,0.0005892983558934148,0.0007366229448667685
Qwen2.5-3B,math1k,64,equal_mix,consensus_vote,0.005660107005283715,0.08633160847685309,-2.696969696969696e-05,0.0,0.0004999999999999449,1000,180,677,143,0.017623870771959368,0.017623870771959368
Qwen2.5-3B,math1k,64,T1.0,best_fixed_T,-0.03564917458768105,0.17910165919346993,-0.018425017595291138,0.0,0.0,1000,120,612,268,1.9902497438150983e-14,9.951248719075492e-14
Qwen2.5-3B,math1k,64,equal_mix,best_fixed_T,-0.00707158301303048,0.08363690486726379,-0.0006166666806210169,0.0,0.0,1000,124,702,174,0.00037815109208771513,0.0006302518201461919
Qwen2.5-3B,math1k,128,T1.0,equal_mix,-0.02645761995315595,0.19630044945824957,-0.0020999966859817643,0.0,0.0,1000,117,668,215,4.33119462881649e-08,1.0827986572041224e-07
Qwen2.5-3B,math1k,128,T1.0,consensus_vote,-0.022953241475522468,0.1925125749264911,-0.0006249986410140906,0.0,0.0,1000,137,654,209,5.059680654352713e-05,8.432801090587856e-05
Qwen2.5-3B,math1k,128,equal_mix,consensus_vote,0.003504378477633479,0.059758204485192125,0.0,0.0,0.00019999999999997797,1000,131,764,105,0.0007314169898581778,0.0009142712373227222
Qwen2.5-3B,math1k,128,T1.0,best_fixed_T,-0.03262763277200429,0.1989751936576374,-0.002499997615814209,0.0,0.0,1000,104,681,215,4.451076588359365e-11,2.2255382941796824e-10
Qwen2.5-3B,math1k,128,equal_mix,best_fixed_T,-0.0061700128188483415,0.09099220392589501,0.0,0.0,0.0,1000,96,763,141,0.004379002651401601,0.004379002651401601
Qwen2.5-3B,math1k,256,T1.0,equal_mix,-0.02438126822222659,0.20973745812516123,0.0,0.0,0.0,1000,93,748,159,4.482551833837359e-06,1.1206379584593398e-05
Qwen2.5-3B,math1k,256,T1.0,consensus_vote,-0.022509124095242458,0.19523837497682472,0.0,0.0,0.0,1000,103,729,168,4.7559508895843525e-05,7.92658481597392e-05
Qwen2.5-3B,math1k,256,equal_mix,consensus_vote,0.0018721441269841268,0.05006156200786749,0.0,0.0,0.0,1000,107,808,85,0.004585543977405122,0.005731929971756403
Qwen2.5-3B,math1k,256,T1.0,best_fixed_T,-0.03028905081609628,0.21723362687901862,0.0,0.0,0.0,1000,83,753,164,3.169897412564587e-08,1.5849487062822938e-07
Qwen2.5-3B,math1k,256,equal_mix,best_fixed_T,-0.0059077825938696924,0.10875812629470365,0.0,0.0,0.0,1000,71,825,104,0.014984541955639842,0.01498454195563984
Qwen2.5-3B,math1k,512,T1.0,equal_mix,-0.02299615482657176,0.22112596916521665,0.0,0.0,0.0,1000,73,794,133,4.019119448929957e-05,0.00010047798622324893
Qwen2.5-3B,math1k,512,T1.0,consensus_vote,-0.02172133982657176,0.20122242064611667,0.0,0.0,0.0,1000,82,780,138,8.90475480795451e-05,0.00014841258013257517
Qwen2.5-3B,math1k,512,equal_mix,consensus_vote,0.0012748149999999992,0.05270067990329642,0.0,0.0,0.0,1000,75,853,72,0.16644835421985016,0.16644835421985016
Qwen2.5-3B,math1k,512,T1.0,best_fixed_T,-0.028351596400047127,0.23253632834805668,0.0,0.0,0.0,1000,68,798,134,9.67126121996713e-07,4.835630609983565e-06
Qwen2.5-3B,math1k,512,equal_mix,best_fixed_T,-0.0053554415734753695,0.12451302195624588,0.0,0.0,0.0,1000,53,869,78,0.04335066830484645,0.054188335381058064
Qwen2.5-3B,math1k,1024,T1.0,equal_mix,-0.021471356664391147,0.23214200657914694,0.0,0.0,0.0,1000,65,822,113,0.00024767546840912425,0.00041279244734854036
Qwen2.5-3B,math1k,1024,T1.0,consensus_vote,-0.02122867333105782,0.20904190566395117,0.0,0.0,0.0,1000,68,817,115,0.00020793305211691402,0.00041279244734854036
Qwen2.5-3B,math1k,1024,equal_mix,consensus_vote,0.00024268333333333253,0.06500044428935152,0.0,0.0,0.0,1000,56,881,63,0.7394016111032786,0.7394016111032786
Qwen2.5-3B,math1k,1024,T1.0,best_fixed_T,-0.02622611691264319,0.24551411096893722,0.0,0.0,0.0,1000,59,833,108,2.1356065649858624e-05,0.00010678032824929312
Qwen2.5-3B,math1k,1024,equal_mix,best_fixed_T,-0.0047547602482520416,0.1405297122393566,0.0,0.0,0.0,1000,48,892,60,0.14330554828796646,0.17913193535995808
Qwen2.5-3B,math1k,1536,T1.0,equal_mix,-0.020665566810560886,0.2377399582555188,0.0,0.0,0.0,1000,58,842,100,0.0008941845574473794,0.0014903075957456323
Qwen2.5-3B,math1k,1536,T1.0,consensus_vote,-0.020857836810560887,0.21436933254398244,0.0,0.0,0.0,1000,63,831,106,0.0005327930660443669,0.001331982665110917
Qwen2.5-3B,math1k,1536,equal_mix,consensus_vote,-0.00019226999999999995,0.07312204955027647,0.0,0.0,0.0,1000,50,893,57,0.8836095270838736,0.8836095270838736
Qwen2.5-3B,math1k,1536,T1.0,best_fixed_T,-0.02517923997073376,0.25185477979950344,0.0,0.0,0.0,1000,51,847,102,0.00010611629248552289,0.0005305814624276145
Qwen2.5-3B,math1k,1536,equal_mix,best_fixed_T,-0.004513673160172875,0.14801232361979766,0.0,0.0,0.0,1000,40,910,50,0.2194200066421712,0.274275008302714
Qwen2.5-3B,math1k,2048,T1.0,equal_mix,-0.02022576667686684,0.24186388903595102,0.0,0.0,0.0,1000,56,851,93,0.0014004554695110198,0.0023340924491850328
Qwen2.5-3B,math1k,2048,T1.0,consensus_vote,-0.02076023667686684,0.21788557160694308,0.0,0.0,0.0,1000,62,839,99,0.0011211111874580312,0.0023340924491850328
Qwen2.5-3B,math1k,2048,equal_mix,consensus_vote,-0.0005344699999999995,0.08044201380161435,0.0,0.0,0.0,1000,49,894,57,0.6830913983096087,0.6830913983096087
Qwen2.5-3B,math1k,2048,T1.0,best_fixed_T,-0.024689499985768634,0.2555245876120302,0.0,0.0,0.0,1000,49,855,96,0.00016777374159086415,0.0008388687079543208
Qwen2.5-3B,math1k,2048,equal_mix,best_fixed_T,-0.004463733308901792,0.15351540627428514,0.0,0.0,0.0,1000,39,915,46,0.24491680203762722,0.30614600254703406
Qwen2.5-3B,mathfull,1,T1.0,equal_mix,-0.07804217493860174,0.16923888725002326,-0.15040002307891842,-0.03939997978210452,-0.001,4965,879,787,3299,1.5973723202855527e-293,2.662287200475921e-293
Qwen2.5-3B,mathfull,1,T1.0,consensus_vote,-0.07804217493860174,0.16923888725002326,-0.15040002307891842,-0.03939997978210452,-0.001,4965,879,787,3299,1.5973723202855527e-293,2.662287200475921e-293
Qwen2.5-3B,mathfull,1,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,4965,0,4965,0,1.0,1.0
Qwen2.5-3B,mathfull,1,T1.0,best_fixed_T,-0.07812519597308382,0.1692191287443898,-0.15140002965927124,-0.039200007915496826,-0.0009999999892897904,4965,869,788,3308,1.1913047220064513e-294,5.9565236100322566e-294
Qwen2.5-3B,mathfull,1,equal_mix,best_fixed_T,-8.302103448206627e-05,0.005028598376045269,-0.0010000061035155827,0.0,0.0008000079154968365,4965,179,4594,192,0.18528061250123617,0.23160076562654522
Qwen2.5-3B,mathfull,2,T1.0,equal_mix,-0.06869393771606849,0.14640903503366628,-0.13159997386932376,-0.03729999742507939,-0.0012999955415725628,4965,856,815,3294,6.544933035546227e-299,1.636233258886557e-298
Qwen2.5-3B,mathfull,2,T1.0,consensus_vote,-0.06869393771606849,0.14640903503366628,-0.13159997386932376,-0.03729999742507939,-0.0012999955415725628,4965,856,815,3294,6.544933035546227e-299,1.636233258886557e-298
