combo,baseline,N,stratum,mean,std6,n_pids
math1k_Qwen2.5-3B,T0.1,4,L5,0.05005729266170723,0.0012881126392085037,200
math1k_Qwen2.5-3B,T0.1,4,overall,0.5751017378258985,0.0027153117073859374,1000
math1k_Qwen2.5-3B,T0.2,4,L1,0.9893634848958084,0.0004495584840117623,199
math1k_Qwen2.5-3B,T0.2,4,L2,0.8463532981561057,0.0033892362972688327,199
math1k_Qwen2.5-3B,T0.2,4,L3,0.6580332249739961,0.006335122331318589,199
math1k_Qwen2.5-3B,T0.2,4,L4,0.4104046969260097,0.004607968367661549,203
math1k_Qwen2.5-3B,T0.2,4,L5,0.08170833425053085,0.0016284683461998137,200
math1k_Qwen2.5-3B,T0.2,4,overall,0.5959100719232423,0.0038927488662598695,1000
math1k_Qwen2.5-3B,T0.3,4,L1,0.9831431474118576,0.0013561697268443661,199
math1k_Qwen2.5-3B,T0.3,4,L2,0.8317926452312637,0.0024536761856235154,199
math1k_Qwen2.5-3B,T0.3,4,L3,0.6613641157184713,0.0017087884788421586,199
math1k_Qwen2.5-3B,T0.3,4,L4,0.44632765820000647,0.005224569332199064,203
math1k_Qwen2.5-3B,T0.3,4,L5,0.10445833514405724,0.0028753545015965734,200
math1k_Qwen2.5-3B,T0.3,4,overall,0.6042798634073697,0.0030561090588738194,1000
math1k_Qwen2.5-3B,T0.4,4,L1,0.9779854144283275,0.0013333491830260149,199
math1k_Qwen2.5-3B,T0.4,4,L2,0.8153772371286023,0.003933949357499533,199
math1k_Qwen2.5-3B,T0.4,4,L3,0.653706033090114,0.002966239988169891,199
math1k_Qwen2.5-3B,T0.4,4,L4,0.4558377847295676,0.00493837249192005,203
math1k_Qwen2.5-3B,T0.4,4,L5,0.11975347396451978,0.003149023487275796,200
math1k_Qwen2.5-3B,T0.4,4,overall,0.603452433337768,0.0034811429188636727,1000
math1k_Qwen2.5-3B,T0.5,4,L1,0.9759352325494565,0.0008785156022143709,199
math1k_Qwen2.5-3B,T0.5,4,L2,0.8085950628871493,0.0037455523525500713,199
math1k_Qwen2.5-3B,T0.5,4,L3,0.6459816466019311,0.004037850878932029,199
math1k_Qwen2.5-3B,T0.5,4,L4,0.45959223051859777,0.004592523459860126,203
math1k_Qwen2.5-3B,T0.5,4,L5,0.1300642379381073,0.0016126317488011663,200
math1k_Qwen2.5-3B,T0.5,4,overall,0.6029819468485658,0.003315354816999822,1000
math1k_Qwen2.5-3B,T0.6,4,L1,0.9688459687945831,0.0017092835215154728,199
math1k_Qwen2.5-3B,T0.6,4,L2,0.7936069262861407,0.0033713312218494385,199
math1k_Qwen2.5-3B,T0.6,4,L3,0.6288578352193587,0.004631482434381576,199
math1k_Qwen2.5-3B,T0.6,4,L4,0.4581537390959698,0.004251696672773868,203
math1k_Qwen2.5-3B,T0.6,4,L5,0.1376128492663459,0.002714412037439062,200
math1k_Qwen2.5-3B,T0.6,4,overall,0.5963986142194675,0.003500730618314818,1000
math1k_Qwen2.5-3B,T0.7,4,L1,0.9647054734391783,0.0006904356471105677,199
math1k_Qwen2.5-3B,T0.7,4,L2,0.7786955641336127,0.002782301668892561,199
math1k_Qwen2.5-3B,T0.7,4,L3,0.6159163909454143,0.004692329817491365,199
math1k_Qwen2.5-3B,T0.7,4,L4,0.44273057364558954,0.00726092512516709,203
math1k_Qwen2.5-3B,T0.7,4,L5,0.1455347246630117,0.003717467119693913,200
math1k_Qwen2.5-3B,T0.7,4,overall,0.5884854196577799,0.004413979943874938,1000
